r,t,y,TotalCapacityAnnual
"Region1","BIO_RESPRD",2018,298.866133366078
"Region1","BIO_RESPRD",2019,298.866133366078
"Region1","BIO_RESPRD",2020,298.866133366078
"Region1","BIO_RESPRD",2021,298.866133366079
"Region1","BIO_RESPRD",2022,298.866133366079
"Region1","BIO_RESPRD",2023,298.866133366079
"Region1","BIO_RESPRD",2024,298.866133366078
"Region1","BIO_RESPRD",2025,298.866133366078
"Region1","BIO_RESPRD",2026,298.866133366079
"Region1","BIO_RESPRD",2027,298.866133366079
"Region1","BIO_RESPRD",2028,298.866133366079
"Region1","BIO_RESPRD",2029,298.866133366079
"Region1","BIO_RESPRD",2030,298.866133366079
"Region1","BIO_RESPRD",2031,298.866133366079
"Region1","BIO_RESPRD",2032,298.866133366079
"Region1","BIO_RESPRD",2033,298.866133366078
"Region1","BIO_RESPRD",2034,298.866133366079
"Region1","BIO_RESPRD",2035,298.866133366078
"Region1","BIO_RESPRD2",2018,0
"Region1","BIO_RESPRD2",2019,0
"Region1","BIO_RESPRD2",2020,0
"Region1","BIO_RESPRD2",2021,0
"Region1","BIO_RESPRD2",2022,0
"Region1","BIO_RESPRD2",2023,0
"Region1","BIO_RESPRD2",2024,0
"Region1","BIO_RESPRD2",2025,0
"Region1","BIO_RESPRD2",2026,0
"Region1","BIO_RESPRD2",2027,0
"Region1","BIO_RESPRD2",2028,0
"Region1","BIO_RESPRD2",2029,0
"Region1","BIO_RESPRD2",2030,0
"Region1","BIO_RESPRD2",2031,0
"Region1","BIO_RESPRD2",2032,0
"Region1","BIO_RESPRD2",2033,0
"Region1","BIO_RESPRD2",2034,0
"Region1","BIO_RESPRD2",2035,0
"Region1","BIODSL_PROD_001",2018,155.416606014601
"Region1","BIODSL_PROD_001",2019,155.416606014601
"Region1","BIODSL_PROD_001",2020,155.416606014601
"Region1","BIODSL_PROD_001",2021,155.416606014601
"Region1","BIODSL_PROD_001",2022,155.416606014601
"Region1","BIODSL_PROD_001",2023,155.416606014601
"Region1","BIODSL_PROD_001",2024,155.416606014601
"Region1","BIODSL_PROD_001",2025,155.416606014601
"Region1","BIODSL_PROD_001",2026,155.416606014601
"Region1","BIODSL_PROD_001",2027,155.416606014601
"Region1","BIODSL_PROD_001",2028,155.416606014601
"Region1","BIODSL_PROD_001",2029,155.416606014601
